kiscourseid,ukprn,url,coursetitle,modules,a_level_reqs,a_level_grades,ib_reqs,ib_grades,overview_text
F664,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/geophysics-msci/#abroad,Geophysics,"Admissions test – not required for 2026 entry, Selection, Post-application open day and interview, ATAS certificate, Transfer between courses, Year Abroad (MSci courses)","Minimum entry standard

AAA

To include:
• Ain Mathematics
• Ain Physics

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.",AAA,"Minimum entry standard

39 points

To include:
• 6in Mathematics at higher level
• 6in Physics at higher level
• 6in a third subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, with no preference.",39,"By studying the Earth's internal core, crust, oceans, atmosphere, and the solar system, we can gain a better understanding of how our planet works.This course explores how maths, physics and computer modelling can all be used to help further our knowledge of Earth processes.You'll combine traditional observational and field skills with numerical and analytical fundamental science to understand the Earth more quantitatively.You'll benefit from our internationally leading research programme, as well as lectures and case studies from business and academic leaders.Our courses place a strong emphasis on fieldwork, where you'll learn essential skills and apply your knowledge in real-world settings. This includes the opportunity to build your familiarity with using technical equipment on a fieldwork trip to Cyprus.To prepare yourself for using specialist electronic mapping packages, you'll also complete a variety of computing modules.Your final year culminates in the completion of a research project or dissertation, where you'll explore an aspect of geophysics in greater detail.By studying the Earth's internal core, crust, oceans, atmosphere, and the solar system, we can gain a better understanding of how our planet works.This course explores how maths, physics and computer modelling can all be used to help further our knowledge of Earth processes.You’ll combine traditional observational and field skills with numerical and analytical fundamental science to understand the Earth more quantitatively.You’ll benefit from our internationally leading research programme, as well as lectures and case studies from business and academic leaders.Our courses place a strong emphasis on fieldwork, where you’ll learn essential skills and apply your knowledge in real-world settings. This includes the opportunity to build your familiarity with using technical equipment on a fieldwork trip to Cyprus.To prepare yourself for using specialist electronic mapping packages, you’ll also complete a variety of computing modules.You’ll spend your third year at one of our partner universities abroad.This will enable you to challenge yourself in a different academic environment before you return to Imperial for your final year.Your studies will culminate in the completion of a research project or dissertation, where you’ll explore an aspect of geophysics in greater detail."
JF52,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/materials-science-engineering-beng/,Materials Science and Engineering,"Mathematics and Computing, Performance of Structural Materials, Engineering Practice, Fundamentals of Processing, Structure 1, Properties 1","Minimum entry standard

AAA

To include:
• Ain Mathematics
• Ain Chemistry or Physics
• Ain a useful subject (listed below)

Not accepted: General Studies and Critical Thinking, nor are A-levels in foreign languages that are studied in the applicant’s native language.Science Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.

Useful subjects:Biology, Computing, Design and Technology, Economics, Electronics, English Language, English Literature, Further Mathematics, Geography, History, Languages, Philosophy, Politics, Psychology",AAA,"Minimum entry standard

38 points

To include:
• 6in Mathematics at higher level
• 6in Physics or Chemistry at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level with no preference.",38,"Broaden your understanding of materials science and engineering (MSE) in this professionally accredited degree.Our daily routines are built around the manufactured items we use, from cars and computers to more advanced technologies such as satellite communications.This course examines how the invention and improvement of materials is helping solve real societal problems.You'll engage with scientific and engineering aspects of the discipline to analyse how innovations are opening up new opportunities in fields including healthcare and transport.You'll also explore how materials science is transforming technology in emerging areas such as biomedical engineering, 3D printing and robotics.Through experimental work and individual and group projects, you'll learn how to manipulate existing materials and develop new and improved ones.You'll become familiar with the cutting-edge tools used for advanced materials imaging and characterisation as you investigate the structure and properties of matter.In your final year, you'll begin to specialise across a series of modules as you tailor the course towards your career interests."
JFM2,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/materials-science-engineering-meng/,Materials Science and Engineering,"Mathematics and Computing, Performance of Structural Materials, Engineering Practice, Fundamentals of Processing, Structure 1, Properties 1","Minimum entry standard

AAA

To include:
• Ain Mathematics
• Ain Chemistry or Physics
• Ain a useful subject (listed below)

Not accepted: General Studies and Critical Thinking, nor are A-levels in foreign languages that are studied in the applicant’s native language.Science Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.

Useful subjects:Biology, Computing, Design and Technology, Economics, Electronics, English Language, English Literature, Further Mathematics, Geography, History, Languages, Philosophy, Politics, Psychology",AAA,"Minimum entry standard

38 points

To include:
• 6in Mathematics at higher level
• 6in Physics or Chemistry at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level with no preference.",38,"Further your understanding of materials science and engineering (MSE) on this four-year Master's degree.You'll assess how technological advances relating to materials are helping transform our lives, from the clothes we wear through to emerging, life-chasing technologies.You'll investigate how the motivation to invent or improve materials can solve problems in areas including healthcare and transport.You'll also consider the latest innovations in fields such as biomedical engineering, robotics and quantum computing.This course will help you engage with both the scientific and engineering aspects of the discipline as you learn about the processing and performance of materials.Experimental work in a laboratory setting is designed to help you build practical experience of key materials research techniques.This includes the opportunity to design your own experiments and carry out investigations using electron microscopy and X-ray diffraction.You'll then start to specialise across a series of optional modules during your third and fourth years.Your final year will see your studies reach Master's level, with your work culminating in an individual research project.You are embedded within a research theme of your choosing within the department as you build your research expertise alongside world-leading academics and researchers."
J5H8,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/materials-nuclear-engineering/,Materials with Nuclear Engineering,"Mathematics and Computing, Performance of Structural Materials, Engineering Practice, Fundamentals of Processing, Structure 1, Properties 1","Minimum entry standard

AAA

To include:
• Ain Mathematics
• Ain Chemistry or Physics
• Ain a useful subject (listed below)

Not accepted: General Studies and Critical Thinking, nor are A-levels in foreign languages that are studied in the applicant’s native language.Science Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.

Useful subjects:Biology, Computing, Design and Technology, Economics, Electronics, English Language, English Literature, Further Mathematics, Geography, History, Languages, Philosophy, Politics, Psychology",AAA,"Minimum entry standard

38 points

To include:
• 6in Mathematics at higher level
• 6in Physics or Chemistry at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level with no preference.",38,"Understand how technological advances transform our everyday lives on this four-year course, which also includes the opportunity to specialise in nuclear engineering.Materials science and engineering (MSE) is increasingly helping to solve real societal problems in fields such as energy, sustainability, and nuclear safety.This course will see you engage with both scientific and engineering aspects of the discipline to better understand the processing, structure, and performance of materials.You'll also learn how the ability to invent and improve materials is opening up new opportunities in a variety of areas. You'll examine how this field is transforming fields such as nuclear energy, reactor technology, radiation safety, waste disposal, robotics and quantum computing.Experimental work is a core part of this course, and through a series of laboratory tutorials you'll be introduced to key techniques in a practical setting. This includes the chance to design your own experiments to test a hypothesis and investigate materials using electron microscopy and X-ray diffraction.The third year will see you specialise in nuclear engineering, where you'll deepen your appreciation of aspects of nuclear energy and nuclear chemical engineering.Your studies reach Master's level in your final year, where your work will culminate in a substantial research project."
G100,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-bsc/,Mathematics,"Introduction to University Mathematics, Analysis 1, Linear Algebra and Groups, Calculus and Applications, Probability and Statistics, Introduction to Computation, An Introduction to Applied Mathematics, Individual Research Project","Minimum entry standard

A*A*A - A*A*AA

To include:
• A*in Mathematics
• A*in Further Mathematics
• Ain another subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.Further Mathematics:We are able to make special cases for students who are from schools that do not offer Further Mathematics A-level, and encourage applications from them. We are often guided by performance in TMUA when making these special cases. You should ask your teacher to clearly indicate this in your UCAS application form. If your school offers Further Mathematics AS but not A level, then we expect that you should be taking it.",A*A*A,"Minimum entry standard

39 points

To include:
• 7in Mathematics at higher level
• 6in another subject at higher level

Preferred Mathematics syllabus: Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, but Analysis and Approaches is preferred.",39,"This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics. You'll also explore topics such as the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.This course will enable you to develop a broad understanding of mathematical theory and application, while also providing opportunities to deepen your knowledge in the mathematical areas that most appeal to you.You will be able to select from over 50 specialised modules, many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.As a graduate in mathematics, you'll possess a set of logical and analytical skills that are highly valued by employers, enabling you to pursue opportunities across the commercial, government and education sectors."
G103,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-msci/,Mathematics,"Advanced Dynamical Systems, Algebra 4, Analytic Methods in Partial Differential Equations, Differential Topology, Hydrodynamic Stability, Infinite Groups, Modular Representation Theory, Random Dynamical Systems and Ergodic Theory, Stochastic Differential Equations, Vortex Dynamics","Minimum entry standard

A*A*A - A*A*AA

To include:
• A*in Mathematics
• A*in Further Mathematics
• Ain another subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.Further Mathematics:We are able to make special cases for students who are from schools that do not offer Further Mathematics A-level, and encourage applications from them. We are often guided by performance in TMUA when making these special cases. You should ask your teacher to clearly indicate this in your UCAS application form. If your school offers Further Mathematics AS but not A level, then we expect that you should be taking it.",A*A*A,"Minimum entry standard

39 points

To include:
• 7in Mathematics at higher level
• 6in another subject at higher level

Preferred Mathematics syllabus: Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, but Analysis and Approaches is preferred.",39,"This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics. You'll also explore topics such as the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.This course will enable you to develop a broad understanding of mathematical theory and application, while also providing opportunities to deepen your knowledge in the mathematical areas that most appeal to you.You will be able to select from over 50 specialised modules, many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.The MSci Mathematics course builds on the BSc with an integrated year taught at Master's level, in which you complete advanced modules and a research project.As a graduate in mathematics, you'll possess a set of logical and analytical skills that are highly valued by employers, enabling you to pursue opportunities across the commercial, government and education sectors.This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics. You'll also explore topics such as the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.This course will enable you to develop a broad understanding of mathematical theory and application, while also providing opportunities to deepen your knowledge in the mathematical areas that most appeal to you.You will be able to select from over 50 specialised modules, many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.You also have the chance to complete an integrated year abroad during your third year at one of our partner universities, where you can challenge yourself in a different academic and cultural environment. You will then return to Imperial to complete your studies during your fourth and final year.As a graduate in mathematics, you'll possess a set of logical and analytical skills that are highly valued by employers, enabling you to pursue opportunities across the commercial, government and education sectors."
G125,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/pure-mathematics-bsc/,Mathematics (Pure Mathematics),"Introduction to University Mathematics, Analysis 1, Linear Algebra and Groups, Calculus and Applications, Probability and Statistics, Introduction to Computation, An Introduction to Applied Mathematics, Individual Research Project","Minimum entry standard

A*A*A - A*A*AA

To include:
• A*in Mathematics
• A*in Further Mathematics
• Ain another subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.Further Mathematics:We are able to make special cases for students who are from schools that do not offer Further Mathematics A-level, and encourage applications from them. We are often guided by performance in TMUA when making these special cases. You should ask your teacher to clearly indicate this in your UCAS application form. If your school offers Further Mathematics AS but not A level, then we expect that you should be taking it.",A*A*A,"Minimum entry standard

39 points

To include:
• 7in Mathematics at higher level
• 6in another subject at higher level

Preferred Mathematics syllabus: Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, but Analysis and Approaches is preferred.",39,"This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You'll develop a broad understanding of mathematical theory and application and deepen your knowledge in areas that appeal to you.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics. You'll also explore topics such as the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.As part of the Pure Mathematics specialisation, you will examine a variety of relevant concepts including Algebraic Number Theory, Functional Analysis, Topology and Probability Theory.You will also have the opportunity to choose from over 50 specialised modules – many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.As a graduate in mathematics, you'll possess a set of logical and analytical skills that are highly valued by employers, enabling you to pursue opportunities across the commercial, government and education sectors."
GG14,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-beng/,Mathematics and Computer Science,"Admissions test – the TMUA, Selection, Interview, ATAS certificate, Transfer between courses","Minimum entry standard

A*A*A

To include:
• A*in Mathematics
• A*Further Mathematics
• Ain another useful subject

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.

Recommended subjects
• Computer Science
• Physics

Useful subjects
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.",41,"If you are both mathematically inclined and interested in computer science, then a Mathematics and Computer Science degree is perfect for you.Taught jointly by the Departments of Computing and Mathematics, this course will enable you to develop a firm foundation in mathematics – particularly in pure mathematics, numerical analysis and statistics.You will also learn the essentials of computer science, with an emphasis on software development and broader theoretical topics.Your studies will incorporate core modules and project work from both departments, while also providing opportunities to choose from a wide variety of optional modules and focus on subjects that most appeal to you.As computing principles and mathematical ideas spread into all facets of life, this course will help you cater to the growing demand for professionals with expertise in both areas."
GG41,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computer-science-meng/,Mathematics and Computer Science,"Admissions test – the TMUA, Selection, Interview, ATAS certificate, Transfer between courses","Minimum entry standard

A*A*A

To include:
• A*in Mathematics
• A*Further Mathematics
• Ain another useful subject

Not accepted: ICT, Business Studies, General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.

Recommended subjects
• Computer Science
• Physics

Useful subjects
• Ancient Language, Biology, Chemistry, Economics, Electronics, English Literature, History, Languages, Law, Philosophy, Politics, Psychology",A*A*A,"Minimum entry standard

41 points

To include:
• 7in Mathematics at higher level
• 7in another relevant subject at higher level

Preferred Mathematics syllabus: The Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level.",41,"If you are both mathematically inclined and interested in computer science, then a Mathematics and Computer Science degree is perfect for you.Taught jointly by the Departments of Computing and Mathematics, this course will enable you to develop a firm foundation in mathematics – particularly in pure mathematics, numerical analysis and statistics. You will also learn the essentials of computer science, with an emphasis on software development and broader theoretical topics.Your studies will incorporate core modules and project work from both departments, while also providing opportunities to choose from a wide variety of optional modules and focus on subjects that most appeal to you.You will also cultivate valuable practical skills and gain real-world experience as you undertake a four-month industrial placement in your third year.Your study reaches Master's level in the final year, which will allow you to choose from a broad range of advanced modules and complete a substantial individual project on a subject of your choice.As computing principles and mathematical ideas spread into all facets of life, this course will help you cater to the growing demand for professionals with expertise in both areas."
G1F3,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-applied-physics/,Mathematics with Applied Mathematics​/​Mathematical Physics,"Introduction to University Mathematics, Analysis 1, Linear Algebra and Groups, Calculus and Applications, Probability and Statistics, Introduction to Computation, An Introduction to Applied Mathematics, Individual Research Project","Minimum entry standard

A*A*A - A*A*AA

To include:
• A*in Mathematics
• A*in Further Mathematics
• Ain another subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.Further Mathematics:We are able to make special cases for students who are from schools that do not offer Further Mathematics A-level, and encourage applications from them. We are often guided by performance in TMUA when making these special cases. You should ask your teacher to clearly indicate this in your UCAS application form. If your school offers Further Mathematics AS but not A level, then we expect that you should be taking it.",A*A*A,"Minimum entry standard

39 points

To include:
• 7in Mathematics at higher level
• 6in another subject at higher level

Preferred Mathematics syllabus: Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, but Analysis and Approaches is preferred.",39,"This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You'll develop a broad understanding of mathematical theory and application and have opportunities to deepen your knowledge in areas that appeal to you.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics. You'll also explore topics such as the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.As part of the Applied Mathematics/Mathematical Physics specialisation, you will examine a variety of relevant concepts, including dynamics of games, mathematical biology and scientific computation.Through these specialised modules, you will focus on how mathematical methods can be used to solve problems in physics and other sciences.You will also have the opportunity to choose from a wide selection of optional modules – many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.As a graduate in mathematics, you'll possess a set of logical and analytical skills that employers highly value, enabling you to pursue opportunities across the commercial, government and education sectors."
G102,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-computation/,Mathematics with Mathematical Computation,"Introduction to University Mathematics, Analysis 1, Linear Algebra and Groups, Calculus and Applications, Probability and Statistics, Introduction to Computation, An Introduction to Applied Mathematics, Individual Research Project","Minimum entry standard

A*A*A - A*A*AA

To include:
• A*in Mathematics
• A*in Further Mathematics
• Ain another subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.Further Mathematics:We are able to make special cases for students who are from schools that do not offer Further Mathematics A-level, and encourage applications from them. We are often guided by performance in TMUA when making these special cases. You should ask your teacher to clearly indicate this in your UCAS application form. If your school offers Further Mathematics AS but not A level, then we expect that you should be taking it.",A*A*A,"Minimum entry standard

39 points

To include:
• 7in Mathematics at higher level
• 6in another subject at higher level

Preferred Mathematics syllabus: Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, but Analysis and Approaches is preferred.",39,"This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You'll develop a broad understanding of mathematical theory and application, with opportunities to deepen your knowledge in areas that appeal to you.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics. You'll also explore topics including the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.As part of the Mathematical Computation specialisation, you will focus on topics such as high-performance computing and scientific computation.You will also have the opportunity to choose from a wide selection of optional modules – many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.As a graduate in mathematics, you'll possess a set of logical and analytical skills that employers highly value, enabling you to pursue opportunities across the commercial, government and education sectors."
G1G3,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-statistics/,Mathematics with Statistics,"Introduction to University Mathematics, Analysis 1, Linear Algebra and Groups, Calculus and Applications, Probability and Statistics, Introduction to Computation, An Introduction to Applied Mathematics, Individual Research Project","Minimum entry standard

A*A*A - A*A*AA

To include:
• A*in Mathematics
• A*in Further Mathematics
• Ain another subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.Further Mathematics:We are able to make special cases for students who are from schools that do not offer Further Mathematics A-level, and encourage applications from them. We are often guided by performance in TMUA when making these special cases. You should ask your teacher to clearly indicate this in your UCAS application form. If your school offers Further Mathematics AS but not A level, then we expect that you should be taking it.",A*A*A,"Minimum entry standard

39 points

To include:
• 7in Mathematics at higher level
• 6in another subject at higher level

Preferred Mathematics syllabus: Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, but Analysis and Approaches is preferred.",39,"This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You'll develop a broad understanding of mathematical theory and application and deepen your knowledge in areas that appeal to you.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics. You'll also explore topics including the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.As part of the Statistics specialisation, you will examine a variety of relevant topics, such as applied probability, stochastic simulation, and games and risk-based decisions.You will also have the opportunity to choose from a wide selection of optional modules – many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.As a graduate in mathematics, you'll possess a set of logical and analytical skills that employers highly value, enabling you to pursue opportunities across the commercial, government and education sectors."
G1GH,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-statistics-finance/,Mathematics with Statistics for Finance,"Introduction to University Mathematics, Analysis 1, Linear Algebra and Groups, Calculus and Applications, Probability and Statistics, Introduction to Computation, An Introduction to Applied Mathematics, Individual Research Project","Minimum entry standard

A*A*A - A*A*AA

To include:
• A*in Mathematics
• A*in Further Mathematics
• Ain another subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.Further Mathematics:We are able to make special cases for students who are from schools that do not offer Further Mathematics A-level, and encourage applications from them. We are often guided by performance in TMUA when making these special cases. You should ask your teacher to clearly indicate this in your UCAS application form. If your school offers Further Mathematics AS but not A level, then we expect that you should be taking it.",A*A*A,"Minimum entry standard

39 points

To include:
• 7in Mathematics at higher level
• 6in another subject at higher level

Preferred Mathematics syllabus: Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, but Analysis and Approaches is preferred.",39,"This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You'll develop a broad understanding of mathematical theory and application and deepen your knowledge in areas that appeal to you.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics.You'll also explore topics including the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.As part of this specialisation, you will choose modules from a variety of relevant topics such as applied probability and mathematical finance.You will also have the opportunity to choose from a wide selection of optional modules – many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.As a graduate in mathematics, you'll possess a set of logical and analytical skills that employers highly value, enabling you to pursue opportunities across the commercial, government and education sectors."
G104,10003270,https://www.imperial.ac.uk/study/courses/undergraduate/mathematics-msci/#OptionA,Mathematics,"Advanced Dynamical Systems, Algebra 4, Analytic Methods in Partial Differential Equations, Differential Topology, Hydrodynamic Stability, Infinite Groups, Modular Representation Theory, Random Dynamical Systems and Ergodic Theory, Stochastic Differential Equations, Vortex Dynamics","Minimum entry standard

A*A*A - A*A*AA

To include:
• A*in Mathematics
• A*in Further Mathematics
• Ain another subject

Not accepted: General Studies and Critical ThinkingScience Practical Endorsement:If you are made an offer you will be required to achieve a pass in the practical endorsement in all science subjects that form part of the offer.Further Mathematics:We are able to make special cases for students who are from schools that do not offer Further Mathematics A-level, and encourage applications from them. We are often guided by performance in TMUA when making these special cases. You should ask your teacher to clearly indicate this in your UCAS application form. If your school offers Further Mathematics AS but not A level, then we expect that you should be taking it.",A*A*A,"Minimum entry standard

39 points

To include:
• 7in Mathematics at higher level
• 6in another subject at higher level

Preferred Mathematics syllabus: Mathematics Analysis and Approaches or the Applications and Interpretation syllabi will be accepted at higher level, but Analysis and Approaches is preferred.",39,"This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics. You'll also explore topics such as the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.This course will enable you to develop a broad understanding of mathematical theory and application, while also providing opportunities to deepen your knowledge in the mathematical areas that most appeal to you.You will be able to select from over 50 specialised modules, many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.The MSci Mathematics course builds on the BSc with an integrated year taught at Master's level, in which you complete advanced modules and a research project.As a graduate in mathematics, you'll possess a set of logical and analytical skills that are highly valued by employers, enabling you to pursue opportunities across the commercial, government and education sectors.This course aims to present you with a wide range of mathematical ideas in a way that develops your critical and intellectual abilities.You will engage with concepts that are both a direct continuation of those at A-level, and others that introduce you to new ways of thinking.Your studies will cover the key areas of mathematics such as algebra, analysis, probability and statistics. You'll also explore topics such as the logical structure of arguments, the proper definition of mathematical objects, the design of sophisticated mathematical models, and the legitimacy of computations.This course will enable you to develop a broad understanding of mathematical theory and application, while also providing opportunities to deepen your knowledge in the mathematical areas that most appeal to you.You will be able to select from over 50 specialised modules, many of which are linked to our cutting-edge research and led by pre-eminent experts in their fields.You also have the chance to complete an integrated year abroad during your third year at one of our partner universities, where you can challenge yourself in a different academic and cultural environment. You will then return to Imperial to complete your studies during your fourth and final year.As a graduate in mathematics, you'll possess a set of logical and analytical skills that are highly valued by employers, enabling you to pursue opportunities across the commercial, government and education sectors."
