kiscourseid,ukprn,url,coursetitle,modules,a_level_reqs,a_level_grades,ib_reqs,ib_grades,overview_text
UBADANAFRE18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-french-ba,Danish and French BA,"In each year of study at UCL, you will take compulsory Danish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory French language modules in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus. , Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
French required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Danish and French offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Danish and French languages while also developing valuable skills in cultural literacy and critical thinking. "
UBADANAGER18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-german-ba,Danish and German BA,"In each year of study at UCL, you will take compulsory Danish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory German language modules in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.  Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.

",34,"





 




"
UBADANAHEB18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-hebrew-ba,Danish and Hebrew BA,"You will take 30 credits of compulsory Danish language in each year of study, accompanied by credits in literature/culture.   , You will take 30 credits of compulsory Modern Hebrew language in each year of study.   In addition, in Year 1 you will take an introductory course in Hebrew and Jewish Studies called Kita Alef: Introduction to Jewish Studies. ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5, to include Danish or Hebrew.

",34,Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our Danish and Hebrew degree offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. 
UBADANAHUN18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-hungarian-ba,Danish and Hungarian BA,"In each year of study at UCL, you will take compulsory Danish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Hungarian language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBADANAITA18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-italian-ba,Danish and Italian BA,"You will take 30 credits of compulsory Danish language modules in each year of study, accompanied by credits in literature/culture.  In each year of study at UCL, you will take compulsory Italian language modules, normally up to the value of 30 credits. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus. , Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Danish and Italian offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Danish and Italian languages while also developing valuable skills in cultural literacy and critical thinking. "
UBADANAPOL18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-polish-ba,Danish and Polish BA,"In each year of study at UCL, you will take compulsory Danish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Polish language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBADANAPOR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-portuguese-ba,Danish and Portuguese BA,"You will take 30 credits of compulsory Danish language modules in each year of study, accompanied by credits in literature/culture.  In each year of study at UCL, you will take compulsory Portuguese language modules, normally up to the value of 30 credits. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus. , Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Danish and Portuguese offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Danish and Portuguese languages while also developing valuable skills in cultural literacy and critical thinking. "
UBADANAROM18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-romanian-ba,Danish and Romanian BA,"In each year of study at UCL, you will take compulsory Danish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Romanian language in each year of study, accompanied by credits in literature/culture.    , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBADANARUS18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-russian-ba,Danish and Russian BA,"In each year of study at UCL, you will take compulsory Danish language modules, normally up to the value of 30 credits.   You will also take 30 credits of compulsory Russian language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES. , Further details on modules is available at:
 SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBADANASRB18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-serbian-croatian-ba,Danish and Serbian/Croatian BA,"In each year of study at UCL, you will take compulsory Danish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Serbian/Croatian language in each year of study, accompanied by credits in literature/culture. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBADANASPA18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-spanish-ba,Danish and Spanish BA,"In each year of study at UCL, you will take compulsory Danish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Spanish language modules in each year of study, accompanied by credits in literature and culture. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus. Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
Spanish required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Danish and Spanish offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Danish and Spanish languages while also developing valuable skills in cultural literacy and critical thinking. "
UBADANAUKR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-ukrainian-ba,Danish and Ukrainian BA,"In each year of study at UCL, you will take compulsory Danish language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Ukrainian language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES. , Further details on modules is available at:
 SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBADANAYID18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/danish-and-yiddish-ba,Danish and Yiddish BA,"You will take 30 credits of compulsory Danish language in each year of study, accompanied by credits in literature/culture.   , You will take 30 credits of compulsory Yiddish language in each year of study.   In addition, in Year 1 you will take an introductory course in Hebrew and Jewish Studies called Kita Alef: Introduction to Jewish Studies. ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5, to include Danish or Yiddish

",34,Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our Danish and Yiddish degree offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. 
UBSDATSING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/data-science-bsc,Data Science BSc,"
 Database Systems A , , 
 Calculus in Several Dimensions , , 
 Calculus and Linear Algebra , , 
 Introduction to Probability and Statistics , , 
 Introduction to Practical Statistics , , 
 Further Probability and Statistics , , 
 Programming Fundamentals , , ","Grades
A*AA
Subjects
A* in Mathematics required. Further Mathematics preferred. If you are studying both then the A* can be in either subject. Other preferred subjects include Chemistry, Economics, Physics and Statistics.
GCSEs
English Language and Mathematics at grade C or 4.

",A*AA,"Points
39
Subjects
A total of 19 points in three higher level subjects including grade 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Further Mathematics, Chemistry, Economics, Physics and Statistics preferred.

",39,"Combine studying statistics with elements of computer science. This programme provides a comprehensive training in the statistical basis of data science, along with a solid grounding in the computing skills and algorithmic reasoning necessary for modern data analysis. An ideal preparation for working as a data scientist, or for postgraduate study in statistics, machine learning and other specialised fields of applied data science. "
UBADUTSING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-ba,Dutch BA,"
 An Introduction to Dutch Language and Culture , , 
 Introduction to Dutch Studies 1 , , 
 Introduction to Dutch Studies 2 , , ","Grades
ABB
Subjects
Foreign language preferred.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects preferably including a foreign language, with no score higher level below 5.

",34,"Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Belgium and the Netherlands belong to advanced manufacturing and trading areas and are among Britain's largest trading partners with the Netherlands being the UK's third largest trading partner and Belgium eighth*. They house the headquarters of numerous multinational companies, the political heart of the European Union and NATO. "
UBADUTAENG18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-english-ba,Dutch and English BA,"Your degree will be studied on a 50/50 ratio between Dutch and English. , In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits, accompanied by credits in literature, culture, history and linguistics related to your chosen language.  You will also take compulsory modules in English in each year of study at UCL – for further details please visit the English department website. , Degrees that are 'and' another subject will usually comprise of 60 credits in SELCS modules and 60 credits from English. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus. , Further details are available on the SELCS undergraduate modules page.  ","Grades
AAA
Subjects
English Literature/English Language and Literature grade A required, foreign language preferred.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects, with no higher level score below 5, to include English/English Literature required at grade 6.

",38,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Dutch and English offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society.  "
UBADUTAFIN18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-finnish-ba,Dutch and Finnish BA,"In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Finnish language in each year of study, accompanied by credits in literature/culture. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBADUTAFRE18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-french-ba,Dutch and French BA,"In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory French language modules in each year of study, accompanied by credits in literature and culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.  Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
French required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Dutch and French offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Dutch and French languages while also developing valuable skills in cultural literacy and critical thinking. "
UBADUTAGER18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-german-ba,Dutch and German BA,"You will take 30 credits of compulsory Dutch language modules in each year of study, accompanied by credits in literature/culture.  In each year of study at UCL, you will take compulsory German language modules, normally up to the value of 30 credits. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus. Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.

",34,"





 




"
UBADUTAHEB18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hebrew-ba,Dutch and Hebrew BA,"You will take 30 credits of compulsory Dutch language in each year of study, accompanied by credits in literature/culture.   , You will take 30 credits of compulsory Modern Hebrew language in each year of study.   In addition, in Year 1 you will take an introductory course in Hebrew and Jewish Studies called Kita Alef: Introduction to Jewish Studies. , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules.   , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.   , Optional modules include courses in aspects of Jewish history, culture, and literature, as well as Jewish languages such as Biblical Hebrew, Yiddish, and Aramaic. ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5, to include Dutch or Hebrew.

",34,Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our Dutch and Hebrew degree offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. 
UBADUTAHAR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-history-art-ba,Dutch and History of Art BA,"Your degree will be studied on a 50/50 ratio between Dutch and History of Art. , In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits, accompanied by credits in literature, culture, history and linguistics related to your chosen language.  You will also take compulsory modules in History of Art in each year of study at UCL – for further details please visit the History of Art department website. , Degrees that are 'and' another subject will usually comprise of 60 credits in SELCS modules and 60 credits from History of Art. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus. Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
Modern foreign language preferred.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects, with no higher level score below 5, Modern Foreign Language preferred.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Dutch and History of Art offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Dutch language and History of Art, while also developing valuable skills in cultural literacy and critical thinking. "
UBADUTAHUN18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-hungarian-ba,Dutch and Hungarian BA,"In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Hungarian language in each year of study, accompanied by credits in literature/culture.   , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
AAB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",36,"





 




"
UBADUTAITA18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-italian-ba,Dutch and Italian BA,"In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits.  You will take 30 credits of compulsory Italian language modules in each year of study, accompanied by credits in literature and culture. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus. , Further details are available on the SELCS undergraduate modules page.   ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Dutch and Italian offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Dutch and Italian languages while also developing valuable skills in cultural literacy and critical thinking. "
UBADUTALAT18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-latin-ba,Dutch and Latin BA,"Your degree will be studied on a 50/50 ratio between Dutch and Latin. , In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits, accompanied by credits in literature, culture, history and linguistics related to your chosen language.  You will also take compulsory modules in Latin in each year of study at UCL – for further details please visit the Greek and Latin department website. , Degrees that are 'and' another subject will usually comprise of 60 credits in SELCS modules and 60 credits from Latin. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.  Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
Latin grade A required, modern foreign language preferred.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include Latin grade 6, with no higher level score below 5. Modern Foreign Language preferred.

",34,Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our degree in Dutch and Latin offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. 
UBADUTAMAN18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-management-studies-ba,Dutch and Management Studies BA,"Your degree will be studied on a 50/50 ratio between Dutch and Management Studies. , In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits, accompanied by credits in literature, culture, history and linguistics related to your chosen language. , You will also take compulsory modules in Management Studies in each year of study at UCL – for further details please visit the Management Studies department website. , Degrees that are 'and' another subject will usually comprise of 60 credits in SELCS modules and 60 credits from Management Studies. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.  Further details are available on the SELCS undergraduate modules page.  ","Grades
AAB
Subjects
Modern foreign language preferred.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects, with no higher level score below 5, Modern Foreign Language preferred.

",36,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Dutch and Management Studies offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Dutch language while also developing valuable skills in cultural literacy and critical thinking.  "
UBADUTANOR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-norwegian-ba,Dutch and Norwegian BA,"You will take 30 credits of compulsory Dutch language modules in each year of study, accompanied by credits in literature/culture.  In each year of study at UCL, you will take compulsory Norwegian language modules, normally up to the value of 30 credits. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.  Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Dutch and Norwegian offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Dutch and Norwegian languages while also developing valuable skills in cultural literacy and critical thinking. "
UBADUTAPHI18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-philosophy-ba,Dutch and Philosophy BA,"Your degree will be studied on a 50/50 ratio between Dutch and Philosophy. , In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits, accompanied by credits in literature, culture, history and linguistics related to your chosen language.  You will also take compulsory modules in Philosophy in each year of study at UCL – for further details please visit the Philosophy department website. , Degrees that are 'and' another subject will usually comprise of 60 credits in SELCS modules and 60 credits from Philosophy. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.  Further details are available on the SELCS undergraduate modules page.  ","Grades
AAB
Subjects
Modern foreign language preferred.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects, with no higher level score below 5, Modern Foreign Language preferred.

",36,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Dutch and Philosophy offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. "
UBADUTAPOL18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/dutch-and-polish-ba,Dutch and Polish BA,"In each year of study at UCL, you will take compulsory Dutch language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Polish language in each year of study, accompanied by credits in literature/culture. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES.   , Further details on modules is available at:  
SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules  , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.    ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
